,ENVProjectID,ENVNodeID,node_distances,override_type,pred_method
3260,2185-11712-Traditional,JACKCNTY_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3261,2185-7634-Traditional,JACKCNTY_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3262,2185-11710-Traditional,JACKCNTY_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3263,2185-11711-Traditional,JACKCNTY_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3264,2185-7635-Traditional,JACKCNTY_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3379,2291-7963-Traditional,SCLP_PUN1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3380,2291-7961-Traditional,SCLP_PUN1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3381,2291-7960-Traditional,SCLP_PUN1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3382,2291-7962-Traditional,SCLP_PUN1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3883,27-58-Traditional,FREC_1_CCU-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3884,27-62-Traditional,FREC_1_CCU-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3885,27-57-Traditional,FREC_1_CCU-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3886,27-59-Traditional,FREC_1_CCU-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3887,27-60-Traditional,FREC_1_CCU-ERCOT-LMP,0.0,marginal_unit,marginal_unit
3888,27-61-Traditional,FREC_1_CCU-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4047,2754-9698-Traditional,LEONLCPCT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4048,2754-9696-Traditional,LEONLCPCT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4049,2754-9699-Traditional,LEONLCPCT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4050,2754-9697-Traditional,LEONLCPCT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4051,2754-9700-Traditional,LEONLCPCT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4052,2754-9701-Traditional,LEONLCPCT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4111,2793-U391-Traditional,GUADG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4112,2793-9864-Traditional,GUADG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4113,2793-9866-Traditional,GUADG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4114,2793-9862-Traditional,GUADG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4115,2793-9865-Traditional,GUADG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4116,2793-9863-Traditional,GUADG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
4117,2793-9867-Traditional,GUADG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
5241,341-1123-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5242,341-1129-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5243,341-1124-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5244,341-1130-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5245,341-1131-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5246,341-1127-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5247,341-1125-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5248,341-1128-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5249,341-1133-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5250,341-1132-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5251,341-1134-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5252,341-1126-Traditional,CHESAPKE13.8 KV GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
5297,346-1157-Traditional,MUDDY RUN-PJM-LMP,0.0,marginal_unit,marginal_unit
5298,346-1158-Traditional,MUDDY RUN-PJM-LMP,0.0,marginal_unit,marginal_unit
5299,346-1153-Traditional,MUDDY RUN-PJM-LMP,0.0,marginal_unit,marginal_unit
5300,346-1152-Traditional,MUDDY RUN-PJM-LMP,0.0,marginal_unit,marginal_unit
5301,346-1154-Traditional,MUDDY RUN-PJM-LMP,0.0,marginal_unit,marginal_unit
5302,346-1159-Traditional,MUDDY RUN-PJM-LMP,0.0,marginal_unit,marginal_unit
5303,346-1156-Traditional,MUDDY RUN-PJM-LMP,0.0,marginal_unit,marginal_unit
5304,346-1155-Traditional,MUDDY RUN-PJM-LMP,0.0,marginal_unit,marginal_unit
5476,38-95-Traditional,NEDIN_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
5477,38-97-Traditional,NEDIN_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
5478,38-96-Traditional,NEDIN_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
5479,380-1277-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5480,380-1274-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5481,380-1278-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5482,380-1270-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5483,380-1279-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5484,380-14851-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5485,380-1268-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5486,380-1272-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5487,380-1271-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5488,380-1276-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5489,380-1273-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5490,380-1275-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5491,380-1266-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
5492,380-14850-Traditional,POSSUMP414 KV   G3-PJM-LMP,0.0,marginal_unit,marginal_unit
6643,507-1741-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6644,7260-23234-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6645,507-1739-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6646,507-1745-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6647,507-1735-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6648,507-1736-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6649,507-1740-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6650,507-1738-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6651,507-1742-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6652,507-1737-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6653,507-1744-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6654,507-1743-Traditional,CHALKPT 13 KV   CT2-PJM-LMP,0.0,marginal_unit,marginal_unit
6805,527-9921-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
6806,527-1820-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
6807,527-1822-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
6808,527-1824-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
6809,527-1826-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
6810,527-1823-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
6811,527-1821-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
6812,527-1827-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
6813,527-1825-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
6814,527-1828-Traditional,951 AURO13.5 KV AR-10-PJM-LMP,0.0,marginal_unit,marginal_unit
7362,620-2115-Traditional,CBY_CBY_G1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
7363,620-2116-Traditional,CBY_CBY_G1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
7364,620-2114-Traditional,CBY_CBY_G1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
8437,6675-21559-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8438,6675-21560-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8439,6675-21590-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8440,6675-21568-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8441,6675-21582-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8442,6675-21580-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8443,6675-21562-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8444,6675-21566-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8445,6675-21584-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8446,6675-21585-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8447,6675-21570-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8448,6675-21567-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8449,6675-21573-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8450,6675-21575-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8451,6675-21574-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8452,6675-21565-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8453,6675-21572-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8454,6675-21577-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8455,6675-21583-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8456,6675-21561-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8457,6675-21564-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8458,6675-21586-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8459,6675-21581-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8460,6675-21556-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8461,6675-21557-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8462,6675-21587-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8463,6675-21591-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8464,6675-21588-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8465,6675-21563-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8466,6675-21569-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8467,6675-21589-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8468,6675-21558-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8469,6675-21579-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8470,6675-21571-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8471,6675-21576-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
8472,6675-21578-Traditional,SHORTPMP35 KV   LANIER-PJM-LMP,0.0,marginal_unit,marginal_unit
9983,1215-4332-Traditional,NEWCHURC13 KV   CT1-PJM-LMP,0.0,marginal_unit,marginal_unit
9984,1215-4329-Traditional,NEWCHURC13 KV   CT1-PJM-LMP,0.0,marginal_unit,marginal_unit
9985,1215-4334-Traditional,NEWCHURC13 KV   CT1-PJM-LMP,0.0,marginal_unit,marginal_unit
9986,1215-4330-Traditional,NEWCHURC13 KV   CT1-PJM-LMP,0.0,marginal_unit,marginal_unit
9987,1215-4331-Traditional,NEWCHURC13 KV   CT1-PJM-LMP,0.0,marginal_unit,marginal_unit
9988,1215-4333-Traditional,NEWCHURC13 KV   CT1-PJM-LMP,0.0,marginal_unit,marginal_unit
9989,1215-4335-Traditional,NEWCHURC13 KV   CT1-PJM-LMP,0.0,marginal_unit,marginal_unit
10500,1733-6058-Traditional,SANDHSYD1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
10501,1733-6062-Traditional,SANDHSYD1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
10502,1733-6060-Traditional,SANDHSYD1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
10503,1733-12956-Traditional,SANDHSYD1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
10504,1733-12955-Traditional,SANDHSYD1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
10505,1733-6061-Traditional,SANDHSYD1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
10506,1733-6059-Traditional,SANDHSYD1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
10507,1733-6063-Traditional,SANDHSYD1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
11075,1840-6409-Traditional,BERGEN  18 KV   2001 STM-PJM-LMP,0.0,marginal_unit,marginal_unit
11076,1840-6408-Traditional,BERGEN  18 KV   2001 STM-PJM-LMP,0.0,marginal_unit,marginal_unit
11077,1840-6416-Traditional,BERGEN  18 KV   2001 STM-PJM-LMP,0.0,marginal_unit,marginal_unit
11078,1840-6410-Traditional,BERGEN  18 KV   2001 STM-PJM-LMP,0.0,marginal_unit,marginal_unit
11079,1840-6411-Traditional,BERGEN  18 KV   2001 STM-PJM-LMP,0.0,marginal_unit,marginal_unit
11080,1840-6414-Traditional,BERGEN  18 KV   2001 STM-PJM-LMP,0.0,marginal_unit,marginal_unit
11081,1840-6413-Traditional,BERGEN  18 KV   2001 STM-PJM-LMP,0.0,marginal_unit,marginal_unit
11082,1840-6412-Traditional,BERGEN  18 KV   2001 STM-PJM-LMP,0.0,marginal_unit,marginal_unit
11083,1840-6415-Traditional,BERGEN  18 KV   2001 STM-PJM-LMP,0.0,marginal_unit,marginal_unit
12000,2327-8082-Traditional,SMITHMOU13.8 KV SM1-PJM-LMP,0.0,marginal_unit,marginal_unit
12002,2327-8083-Traditional,SMITHMOU13.8 KV SM1-PJM-LMP,0.0,marginal_unit,marginal_unit
12003,2327-8084-Traditional,SMITHMOU13.8 KV SM1-PJM-LMP,0.0,marginal_unit,marginal_unit
12004,2327-8081-Traditional,SMITHMOU13.8 KV SM1-PJM-LMP,0.0,marginal_unit,marginal_unit
12005,2327-8080-Traditional,SMITHMOU13.8 KV SM1-PJM-LMP,0.0,marginal_unit,marginal_unit
12119,2450-14230-Traditional,131 W CH34.5 KV GENEV1-3-PJM-LMP,0.0,marginal_unit,marginal_unit
12120,2450-14227-Traditional,131 W CH34.5 KV GENEV1-3-PJM-LMP,0.0,marginal_unit,marginal_unit
12121,2450-14228-Traditional,131 W CH34.5 KV GENEV1-3-PJM-LMP,0.0,marginal_unit,marginal_unit
12122,2450-14226-Traditional,131 W CH34.5 KV GENEV1-3-PJM-LMP,0.0,marginal_unit,marginal_unit
12123,2450-8483-Traditional,131 W CH34.5 KV GENEV1-3-PJM-LMP,0.0,marginal_unit,marginal_unit
12124,2450-14229-Traditional,131 W CH34.5 KV GENEV1-3-PJM-LMP,0.0,marginal_unit,marginal_unit
12202,2752-13761-Traditional,BRAUNIG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
12203,2752-13762-Traditional,BRAUNIG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
12204,2752-13759-Traditional,BRAUNIG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
12205,2752-13760-Traditional,BRAUNIG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
12206,2752-9688-Traditional,BRAUNIG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
12207,2752-9687-Traditional,BRAUNIG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
12208,2752-9689-Traditional,BRAUNIG_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
12314,293-975-Traditional,935 KEND13.5 KV KDLST-1-PJM-LMP,0.0,marginal_unit,marginal_unit
12315,293-974-Traditional,935 KEND13.5 KV KDLST-1-PJM-LMP,0.0,marginal_unit,marginal_unit
12316,293-976-Traditional,935 KEND13.5 KV KDLST-1-PJM-LMP,0.0,marginal_unit,marginal_unit
12317,293-977-Traditional,935 KEND13.5 KV KDLST-1-PJM-LMP,0.0,marginal_unit,marginal_unit
12318,293-970-Traditional,935 KEND13.5 KV KDLST-1-PJM-LMP,0.0,marginal_unit,marginal_unit
12319,293-973-Traditional,935 KEND13.5 KV KDLST-1-PJM-LMP,0.0,marginal_unit,marginal_unit
12320,293-971-Traditional,935 KEND13.5 KV KDLST-1-PJM-LMP,0.0,marginal_unit,marginal_unit
12321,293-972-Traditional,935 KEND13.5 KV KDLST-1-PJM-LMP,0.0,marginal_unit,marginal_unit
13339,3072-10861-Traditional,BSPEAKER13.8 KV 1-PJM-LMP,0.0,marginal_unit,marginal_unit
13340,3072-10862-Traditional,BSPEAKER13.8 KV 1-PJM-LMP,0.0,marginal_unit,marginal_unit
13341,3072-10860-Traditional,BSPEAKER13.8 KV 1-PJM-LMP,0.0,marginal_unit,marginal_unit
13342,3072-10858-Traditional,BSPEAKER13.8 KV 1-PJM-LMP,0.0,marginal_unit,marginal_unit
13343,3072-10859-Traditional,BSPEAKER13.8 KV 1-PJM-LMP,0.0,marginal_unit,marginal_unit
13344,3072-10857-Traditional,BSPEAKER13.8 KV 1-PJM-LMP,0.0,marginal_unit,marginal_unit
13452,316-1054-Traditional,12 DRESD138 KV  ATR12 04-PJM-LMP,0.0,marginal_unit,marginal_unit
13453,316-1053-Traditional,12 DRESD138 KV  ATR12 04-PJM-LMP,0.0,marginal_unit,marginal_unit
13855,417-1394-Traditional,CROYDON 13 KV   UNIT11-PJM-LMP,0.0,marginal_unit,marginal_unit
13856,417-1395-Traditional,CROYDON 13 KV   UNIT11-PJM-LMP,0.0,marginal_unit,marginal_unit
13857,417-1399-Traditional,CROYDON 13 KV   UNIT11-PJM-LMP,0.0,marginal_unit,marginal_unit
13858,417-1396-Traditional,CROYDON 13 KV   UNIT11-PJM-LMP,0.0,marginal_unit,marginal_unit
13859,417-1398-Traditional,CROYDON 13 KV   UNIT11-PJM-LMP,0.0,marginal_unit,marginal_unit
13860,417-1400-Traditional,CROYDON 13 KV   UNIT11-PJM-LMP,0.0,marginal_unit,marginal_unit
13861,417-1401-Traditional,CROYDON 13 KV   UNIT11-PJM-LMP,0.0,marginal_unit,marginal_unit
13862,417-1397-Traditional,CROYDON 13 KV   UNIT11-PJM-LMP,0.0,marginal_unit,marginal_unit
15199,88-11522-Traditional,282 ZION138 KV  ZPSLF-PJM-LMP,0.0,marginal_unit,marginal_unit
15200,88-223-Traditional,282 ZION138 KV  ZPSLF-PJM-LMP,0.0,marginal_unit,marginal_unit
15201,88-222-Traditional,282 ZION138 KV  ZPSLF-PJM-LMP,0.0,marginal_unit,marginal_unit
15202,88-221-Traditional,282 ZION138 KV  ZPSLF-PJM-LMP,0.0,marginal_unit,marginal_unit
15203,88-11523-Traditional,282 ZION138 KV  ZPSLF-PJM-LMP,0.0,marginal_unit,marginal_unit
15723,1045-3563-Traditional,LHSES_UNIT1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
15724,1045-3562-Traditional,LHSES_UNIT1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16293,1641-5712-Traditional,FPPYD_FPP_G1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16294,1641-5713-Traditional,FPPYD_FPP_G1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16295,1641-5711-Traditional,FPPYD_FPP_G1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16531,1870-6546-Traditional,OECCS_1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16532,1870-6545-Traditional,OECCS_1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16533,1870-6547-Traditional,OECCS_1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16534,1870-6543-Traditional,OECCS_1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16535,1870-6544-Traditional,OECCS_1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16536,1870-6548-Traditional,OECCS_1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16648,2213-7710-Traditional,QALSW_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16649,2213-7714-Traditional,QALSW_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16650,2213-7715-Traditional,QALSW_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16651,2213-7711-Traditional,QALSW_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16652,2213-7713-Traditional,QALSW_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16653,2213-7712-Traditional,QALSW_CC1-ERCOT-LMP,0.0,marginal_unit,marginal_unit
16661,2229-7738-Traditional,NANNA4  22 KV   G1-PJM-LMP,0.0,marginal_unit,marginal_unit
16662,2229-7737-Traditional,NANNA4  22 KV   G1-PJM-LMP,0.0,marginal_unit,marginal_unit
16663,2229-7736-Traditional,NANNA4  22 KV   G1-PJM-LMP,0.0,marginal_unit,marginal_unit
17502,362-1209-Traditional,SHAMPTON115 KV  G1-PJM-LMP,0.0,marginal_unit,marginal_unit
17537,387-1297-Traditional,LADYSMCT14 KV   GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
17538,387-1299-Traditional,LADYSMCT14 KV   GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
17539,387-1300-Traditional,LADYSMCT14 KV   GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
17540,387-1298-Traditional,LADYSMCT14 KV   GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
17541,387-1301-Traditional,LADYSMCT14 KV   GT1-PJM-LMP,0.0,marginal_unit,marginal_unit
18282,582-1993-Traditional,MDANP_CT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
18283,582-1998-Traditional,MDANP_CT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
18284,582-1994-Traditional,MDANP_CT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
18285,582-1995-Traditional,MDANP_CT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
18286,582-1996-Traditional,MDANP_CT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
18287,582-1997-Traditional,MDANP_CT1_2-ERCOT-LMP,0.0,marginal_unit,marginal_unit
18466,6667-21283-Traditional,JETERSVL35 KV   AMELIA-PJM-LMP,0.0,marginal_unit,marginal_unit
18467,6667-21284-Traditional,JETERSVL35 KV   AMELIA-PJM-LMP,0.0,marginal_unit,marginal_unit
18468,6667-21294-Traditional,JETERSVL35 KV   AMELIA-PJM-LMP,0.0,marginal_unit,marginal_unit
18469,6667-21259-Traditional,JETERSVL35 KV   AMELIA-PJM-LMP,0.0,marginal_unit,marginal_unit
18470,6667-21263-Traditional,JETERSVL35 KV   AMELIA-PJM-LMP,0.0,marginal_unit,marginal_unit
18471,6667-21269-Traditional,JETERSVL35 KV   AMELIA-PJM-LMP,0.0,marginal_unit,marginal_unit
18472,6667-21290-Traditional,JETERSVL35 KV   AMELIA-PJM-LMP,0.0,marginal_unit,marginal_unit
